432,젝스 님트!,Take 5,https://cf.geekdo-images.com/fejfmCLX0kSSKppT5iv_Pg__original/img/E982nMiCQhBmIqyP7BiKITx-om4=/0x0/filters:format(jpeg)/pic7649146.jpg,1994,"",2,10,45,45,8,false,1.1919,6.9713,0,2024-12-03 17:29:34.380051,2024-12-03 17:29:34.380051,Wolfgang Kramer
433,샤크,Shark,https://cf.geekdo-images.com/wU-CelFCsMaOrhWwAiny0g__original/img/gjJVZP30YNCeFmPxxpZyTkBS85g=/0x0/filters:format(jpeg)/pic6985693.jpg,1987,"",2,6,90,90,12,false,2.2025,6.62145,0,2024-12-03 17:29:34.380961,2024-12-03 17:29:34.380961,H. Jean Vanaise
438,스코틀랜드 야드,Scotland Yard,https://cf.geekdo-images.com/yEhaXszPTy5N4hiY469DPA__original/img/uko6rePMJGd9B8XZMi6DcHLJA_0=/0x0/filters:format(jpeg)/pic8377405.jpg,1983,"",2,6,45,45,10,false,1.9467,6.50429,0,2024-12-03 17:29:34.381553,2024-12-03 17:29:34.381553,Werner Schlegel
464,빌라봉,Billabong,https://cf.geekdo-images.com/-3pIIxoebAd6sLBXgfJg-A__original/img/_mR6PAC_gtblWsTlHON_qOpc8OE=/0x0/filters:format(jpeg)/pic4092517.jpg,1992,"",2,4,30,30,10,false,1.8904,6.83388,0,2024-12-03 17:29:42.578278,2024-12-03 17:29:42.578278,Eric Solomon
466,인코그니토,Inkognito,https://cf.geekdo-images.com/W3BGlJsdZO0_MH75qLjStQ__original/img/MlR2wxpXBT-hMktt2P7Kgy7kA74=/0x0/filters:format(jpeg)/pic3061724.jpg,1988,"",3,5,90,90,10,false,2.163,6.6076,0,2024-12-03 17:29:42.579350,2024-12-03 17:29:42.579350,Alex Randolph
478,시타델,Citadels,https://cf.geekdo-images.com/42iW4E-vOumFXRQAiSf-GA__original/img/ochY5pK4sq4vtzkka0OPRwsGLOE=/0x0/filters:format(jpeg)/pic3239104.jpg,2000,"",2,8,20,60,10,false,2.0485,7.05874,0,2024-12-03 17:29:42.579991,2024-12-03 17:29:42.579991,Bruno Faidutti
494,아베 시저,Ave Caesar,https://cf.geekdo-images.com/jfsOYuwuwuTwx-2ggixX0g__original/img/IjE1UgwAuH-1W01nbOC6yFWwufQ=/0x0/filters:format(jpeg)/pic7074363.jpg,1989,"",2,6,30,30,12,false,1.3562,6.64339,0,2024-12-03 17:29:46.415826,2024-12-03 17:29:46.415826,Wolfgang Riedesser
496,딜레마,Dilemma,https://cf.geekdo-images.com/CRMdI02c6ZQ9IGKQ9sr8sg__original/img/HRTsUGBdi1hw78rv_23epWWpGx4=/0x0/filters:format(jpeg)/pic4899608.jpg,2000,"",3,5,30,30,10,false,1,4.41,0,2024-12-03 17:29:46.416988,2024-12-03 17:29:46.416988,Alex Randolph
521,크로키놀,Crokinole,https://cf.geekdo-images.com/x4BbdwSDkjTnbQR_PfQHfg__original/img/gvQd6yVjZIBoT5aE74o2BJIDxDo=/0x0/filters:format(jpeg)/pic8207389.jpg,1876,"",2,4,30,30,8,false,1.2268,8.04309,0,2024-12-03 17:29:53.958514,2024-12-03 17:29:53.958514,(Uncredited)
526,아발론 클래식,Abalone,https://cf.geekdo-images.com/UzH1jAlqYUH9VEq2Wtvzjw__original/img/pURND_gEV9F5VLeUWLqYFP3UQAQ=/0x0/filters:format(jpeg)/pic5253079.jpg,1987,"",2,2,30,30,7,false,2.1595,6.47763,0,2024-12-03 17:29:53.961319,2024-12-03 17:29:53.961319,Laurent Levi
542,애니모크레이지,Animocrazy,https://cf.geekdo-images.com/CvX3vmdadXc-ZVlFsd6Iwg__original/img/RIUUOFLCUjgz-8t1kkZ20msqZ0A=/0x0/filters:format(jpeg)/pic4888035.jpg,2000,"",4,10,30,30,10,false,1.2844,5.53401,0,2024-12-03 17:29:57.695186,2024-12-03 17:29:57.695186,Bruno Faidutti
555,피렌체의 제후,The Princes of Florence,https://cf.geekdo-images.com/GdXWqyTfO8F_M9hFtfo-HA__original/img/832FztQEizwRR3FnHIx1Zgjkw8Y=/0x0/filters:format(jpeg)/pic7565506.jpg,2000,"",1,5,75,100,12,false,3.2411,7.50379,0,2024-12-03 17:29:57.696057,2024-12-03 17:29:57.696057,Jens Christopher Ulrich
568,레이지,Rage,https://cf.geekdo-images.com/d0yeudP-qOks0fnha_HCsA__original/img/SuXsJwUs7lxdgpKB3fNbp7Pd7-k=/0x0/filters:format(jpeg)/pic149723.jpg,1983,"",2,10,45,45,8,false,1.4675,6.18739,0,2024-12-03 17:30:02.410736,2024-12-03 17:30:02.410736,(Uncredited)
594,슬루스,Sleuth,https://cf.geekdo-images.com/-FI9Wy5V-Jr7hOCc6w0fbQ__original/img/11k8HMQTB9LrQ-oGoOXFFrR0YlE=/0x0/filters:format(png)/pic1339353.png,1971,"",3,7,30,45,10,false,2.4648,6.90439,0,2024-12-03 17:30:06.857281,2024-12-03 17:30:06.857281,Sid Sackson
614,루빅스 레이스,Rubik's Race,https://cf.geekdo-images.com/6FphSGsoBXbf1QlrziigRQ__original/img/oGQ0S5F8QawL-kPuHCgofT4_CHI=/0x0/filters:format(jpeg)/pic2072277.jpg,1982,"",2,2,5,5,7,false,1.25,6.05132,0,2024-12-03 17:30:11.088522,2024-12-03 17:30:11.088522,Marvin A. Silbermintz
619,보틀 임프,The Bottle Imp,https://cf.geekdo-images.com/_8ZkzNmVVQDrmJT8es4MBQ__original/img/WeQ1ltabbnAg6Wvpr93dI8L3wXI=/0x0/filters:format(jpeg)/pic3715687.jpg,1995,"",2,4,30,30,10,false,1.8681,6.73698,0,2024-12-03 17:30:11.089489,2024-12-03 17:30:11.089489,Günter Cornett
624,쿼리도,Quoridor,https://cf.geekdo-images.com/I1YNAhee09mryaqfEo8MwA__original/img/LUcYakoNVnYxjmpYRFA6HUpHWo4=/0x0/filters:format(jpeg)/pic3488232.jpg,1997,"",2,4,15,15,8,false,1.8203,6.65582,0,2024-12-03 17:30:14.982813,2024-12-03 17:30:14.982813,Mirko Marchesi
651,제로,Zero Down,https://cf.geekdo-images.com/3dI-B_5E8kTEIAXkx-Tp5A__original/img/K55SAxrC02fqez9DtUIFSyDFDbQ=/0x0/filters:format(jpeg)/pic5371819.jpg,1998,"",2,5,20,20,8,false,1.2364,6.4755,0,2024-12-03 17:30:19.002231,2024-12-03 17:30:19.002231,Reiner Knizia
681,콰르토,Quarto,https://cf.geekdo-images.com/e7eP58UJVDA1wC5pWjCPqg__original/img/dzB-D9RT7RUE_nTCZ8qVyAFB5Sw=/0x0/filters:format(jpeg)/pic3488229.jpg,1991,"",2,2,20,20,8,false,1.8914,6.89198,0,2024-12-03 17:30:27.035822,2024-12-03 17:30:27.035822,Blaise Muller
770,루트,Loot,https://cf.geekdo-images.com/dlbZb-s9Taj5XqtFoOr3cg__original/img/kRqcwCKqbCApLkaftGJIZWpVYUk=/0x0/filters:format(jpeg)/pic8548587.jpg,1992,"",2,8,20,20,10,false,1.3797,6.29721,0,2024-12-03 17:30:43.521110,2024-12-03 17:30:43.521110,Reiner Knizia
811,루미큐브 보이저,Rummikub,https://cf.geekdo-images.com/LeaLDlTTmeN639MfuflcMw__original/img/fusGQFpm4srwqhM8CDlEDzh0NyQ=/0x0/filters:format(jpeg)/pic2286966.jpg,1977,"",2,4,60,60,8,false,1.7186,6.48615,0,2024-12-03 17:30:51.495528,2024-12-03 17:30:51.495528,Ephraim Hertzano
822,카르카손,Carcassonne,https://cf.geekdo-images.com/okM0dq_bEXnbyQTOvHfwRA__original/img/aVZEXAI-cUtuunNfPhjeHlS4fwQ=/0x0/filters:format(png)/pic6544250.png,2000,"",2,5,30,45,7,false,1.8905,7.41037,0,2024-12-03 17:30:55.360729,2024-12-03 17:30:55.360729,Klaus-Jürgen Wrede
848,팁탭,Tip Tap,https://cf.geekdo-images.com/lvqk0NfnWCSyZF7im0jNOA__original/img/F1PE63Qgzu2cLG-IO0zlWdHN9lI=/0x0/filters:format(jpeg)/pic3389217.jpg,1999,"",3,6,45,45,7,false,1,5.79228,0,2024-12-03 17:30:59.119378,2024-12-03 17:30:59.119378,Michael Schacht
856,뉴욕 뉴욕,"New York, New York",https://cf.geekdo-images.com/MNXwsEFUK4MAVEIlMiL_cA__original/img/02I3DD6Y6yXQlnycICoBVG1HAeU=/0x0/filters:format(jpeg)/pic6551488.jpg,1989,"",2,4,30,30,8,false,1.2857,5.79342,0,2024-12-03 17:30:59.120872,2024-12-03 17:30:59.120872,Wolfgang Kramer
878,와이어트 어프,Wyatt Earp,https://cf.geekdo-images.com/-dMcNKE82PFSTnNOwNJd1g__original/img/K4WqZ33t2ifevSfixytPZsAWJ6k=/0x0/filters:format(jpeg)/pic2241574.jpg,2001,"",2,4,30,45,8,false,1.8418,6.83352,0,2024-12-03 17:31:02.852491,2024-12-03 17:31:02.852491,Mike Fitzgerald
904,할리우드 골든 에이지,Nightmare Productions,https://cf.geekdo-images.com/1elpLCAJcRmWtPVZy2gFaA__original/img/_GYbqQtZAlmIFMOht2Dk_Qq2Pto=/0x0/filters:format(png)/pic6926823.png,2000,"",2,5,60,60,10,false,2.0996,7.06375,0,2024-12-03 17:31:11.712622,2024-12-03 17:31:11.712622,Reiner Knizia
908,탤리 호!,Tally Ho!,https://cf.geekdo-images.com/9nNl8qfnp344TJUPLQhJhw__original/img/FSPiY99KzVr7kbibwKRqISrWPO0=/0x0/filters:format(jpeg)/pic2855889.jpg,1973,"",2,2,30,30,8,false,1.4809,6.16024,0,2024-12-03 17:31:11.713788,2024-12-03 17:31:11.713788,Rudi Hoffmann
926,카탄 확장: 도시와 기사,CATAN: Cities & Knights,https://cf.geekdo-images.com/XVjc87_UzjIhagFeO4r8ew__original/img/EjqC0K9hK6XJOEkF6Hmaz3MKndI=/0x0/filters:format(jpeg)/pic2420315.jpg,1998,"",3,4,90,150,12,false,2.895,7.44794,0,2024-12-03 17:31:15.453123,2024-12-03 17:31:15.453123,Klaus Teuber
929,달무티,The Great Dalmuti,https://cf.geekdo-images.com/LVCXyZpkL6rPsouhWV3noA__original/img/t1NuvuH7uYwAnPYtrxRBqqQao8o=/0x0/filters:format(jpeg)/pic711236.jpg,1995,"",4,8,60,60,8,false,1.2877,6.58805,0,2024-12-03 17:31:15.454515,2024-12-03 17:31:15.454515,Richard Garfield
999,숲 속의 음악대,Panda Monium,https://cf.geekdo-images.com/x4ls1E4Y7KMlCnPeRTbIew__original/img/WKuYbaFCdePj84tCTdypteyBHic=/0x0/filters:format(jpeg)/pic3031803.jpg,1994,"",3,6,20,20,6,false,1,5.36164,0,2024-12-03 17:31:27.009480,2024-12-03 17:31:27.009480,Hajo Bücken
